,Activity Type,Date,Title,Distance,Calories,Time taken,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Best Lap Time,Number of Laps,Time,Temp,Shoes
445,Running,2019-03-14,Baltimore - Running,1.98,172,14.833,141,153,176,188,7.483,6.533,106,60,1.22,7.355,2,17:32:00,16.57,Nike Pegasus 37
446,Running,2019-03-14,Running,2.6,374.566,19,143.624,164.647,177.009,188.897,7.3,0,245.311,245.55,0,4.756,1,14:10:00,12.58,Nike React Infinity Run Flyknit
447,Running,2019-03-14,Baltimore - Running,5.9,392,30.083,154,165,186,194,5.1,4.55,58,62,1.7,4.62,6,16:58:00,12.62,Adidas Ultra Boost 20
448,Running,2019-03-14,Baltimore - Running,3,219,21.083,135,154,180,188,7.033,4.25,120,114,1.27,6.907,3,10:42:00,18.47,Nike Pegasus 37
449,Running,2019-03-15,Baltimore - Running,10,612,69.133,135,154,178,192,6.917,5.683,516,516,1.31,6.713,10,18:16:00,17.34,Adidas Ultra Boost 20
450,Running,2019-03-16,Santurce - Running,10.23,679,71.8,138,158,178,192,7.017,0.417,541,541,1.29,1.697,11,17:38:00,19.83,Adidas Ultra Boost 20
451,Running,2019-03-17,Santurce - Running,17,374.566,116.7,146,157,178,190,6.867,5.383,430,429,1.32,0.002,18,08:40:00,22.92,Nike Pegasus 37
452,Running,2019-03-18,Santurce - Running,8.45,704,53.733,153,171,180,192,6.35,3.85,463,462,1.4,2.838,9,09:13:00,21.56,Hoka One One Elevon 2
453,Running,2019-03-18,Running,1.55,374.566,9.5,143.624,164.647,177.009,188.897,6.133,0,245.311,245.55,0,2.507,1,10:22:00,14.65,Nike Pegasus 37
454,Running,2019-03-19,Isla Verde - Running,8,900,52.617,188,209,180,202,6.567,4.233,260,254,1.35,0.022,9,17:24:00,22.77,Adidas Ultra Boost 20
455,Running,2019-03-19,Santurce - Running,1.99,200,13.883,158,187,184,190,6.967,6.167,56,60,1.26,6.883,2,17:04:00,23.48,Hoka One One Elevon 2
456,Running,2019-03-20,Santurce Running,10.03,667,82.683,130,149,174,182,8.25,6.083,475,477,1.12,0.307,11,09:07:00,21.6,Nike Pegasus 37
457,Running,2019-03-21,Santurce Running,10,374.566,73.05,164,170,176,186,7.3,5.2,449,449,1.25,6.895,10,19:08:00,20.61,Adidas Ultra Boost 20
458,Running,2019-03-23,Santurce Running,10,738,69.667,144,163,180,192,6.967,4.4,462,462,1.28,0.018,11,09:13:00,19.14,Adidas Ultra Boost 20
459,Running,2019-03-24,Baltimore Running,17.5,374.566,119.317,142,165,180,218,6.817,5.15,971,978,1.32,3.68,18,10:48:00,17.55,Hoka One One Elevon 2
460,Running,2019-03-25,Baltimore Running,10,610,67.133,136,158,184,196,6.717,5.517,519,514,1.3,0.032,11,09:12:00,22.79,Nike Pegasus 37
461,Running,2019-03-26,Baltimore Running,4.06,231,28.5,122,144,186,194,7.017,4.7,483,473,1.23,0.405,5,09:47:00,12.24,Hoka One One Elevon 2
462,Running,2019-03-26,Baltimore Running,2.12,127,14.133,124,150,184,196,6.683,4.8,71,105,1.31,0.568,3,16:29:00,22.05,Adidas Ultra Boost 20
463,Running,2019-03-26,Baltimore Running,4.87,306,23.633,152,173,192,212,4.85,4.033,79,87,1.72,4.067,5,16:55:00,12.52,Adidas Ultra Boost 20
464,Running,2019-03-26,Baltimore Running,3,225,22.633,133,161,182,198,7.55,6.6,229,194,1.17,0.038,4,17:41:00,16.18,Hoka One One Elevon 2
465,Running,2019-03-27,Baltimore Running,10.01,901,69.983,155,179,184,200,7,4.433,682,674,1.25,0.037,11,08:58:00,15.77,Adidas Ultra Boost 20
466,Running,2019-03-28,New York Running,4,237,28.533,124,138,180,200,7.133,2.817,31,31,1.25,0.01,5,09:53:00,24.11,Hoka One One Elevon 2
467,Running,2019-03-28,Baltimore Running,3,214,23.25,129,142,176,188,7.733,0.433,90,93,1.18,0.035,4,21:48:00,15.54,Hoka One One Elevon 2
468,Running,2019-03-29,Running,3.1,374.566,15.267,143.624,164.647,177.009,188.897,4.917,0,245.311,245.55,0,0.714,1,22:20:00,12.89,Nike Pegasus 37
469,Running,2019-03-29,Richmond Running,2.09,177,14.867,142,173,180,194,7.1,5.717,192,173,1.25,0.792,3,19:02:00,14.44,Adidas Ultra Boost 20
470,Running,2019-03-29,Richmond Running,1.8,214,15.383,156,176,174,182,8.55,4.067,121,122,1.09,6.963,2,20:38:00,14.58,Nike Pegasus 37
471,Running,2019-03-30,Baltimore Running,10.08,610,72.617,133,160,178,190,7.2,6.033,905,896,1.25,0.685,11,15:57:00,17.57,Adidas Ultra Boost 20
472,Running,2019-03-31,Baltimore Running,17.08,374.566,117.85,140,177,182,196,6.9,4.983,985,979,1.29,0.61,18,09:12:00,24.92,Adidas Ultra Boost 20
473,Running,2019-04-01,Baltimore Running,10.01,617,70.067,137,184,182,196,7,3.967,487,488,1.27,0.058,11,09:16:00,21.63,Hoka One One Elevon 2
474,Running,2019-04-02,Baltimore Running,1.48,150,15.833,129,162,166,180,10.733,7.767,97,58,0.9,5.4,2,17:52:00,15.78,Adidas Ultra Boost 20
475,Running,2019-04-02,Baltimore Running,1.01,72,7.158,131,143,178,214,7.117,3.65,27,37,1.27,0.072,2,17:39:00,20.52,Nike Pegasus 37
476,Running,2019-04-02,Baltimore Running,1.05,38,4.51,121,140,202,208,4.283,3.85,38,38,1.86,0.215,2,17:29:00,18.36,Hoka One One Elevon 2
477,Running,2019-04-02,Baltimore Running,0.65,30,2.987,130,147,194,198,4.567,4.35,27,42,1.81,1.693,1,17:24:00,22.89,Hoka One One Elevon 2
478,Running,2019-04-02,Baltimore Running,0.65,19,2.968,109,119,196,202,4.55,4.417,24,29,1.81,1.379,1,17:02:00,13.22,Adidas Ultra Boost 20
479,Running,2019-04-02,Baltimore Running,0.66,21,2.967,113,119,196,200,4.5,3.85,26,45,1.82,2.735,1,17:13:00,13.2,Adidas Ultra Boost 20
480,Running,2019-04-02,Baltimore Running,0.65,18,2.953,108,116,196,200,4.517,4.333,23,30,1.82,2.901,1,17:08:00,24.51,Hoka One One Elevon 2
481,Running,2019-04-02,Baltimore Running,0.65,22,2.902,114,132,200,208,4.467,4.267,27,43,1.8,3.613,1,16:57:00,17.03,Nike React Infinity Run Flyknit
482,Running,2019-04-02,Baltimore Running,2.09,138,14.217,130,161,182,194,6.817,4.833,78,115,1.3,0.432,3,16:30:00,20.94,Adidas Ultra Boost 20
483,Running,2019-04-02,Baltimore Running,0.65,29,2.97,129,136,196,198,4.567,4.35,26,42,1.8,0.497,1,17:18:00,21.92,Hoka One One Elevon 2
484,Running,2019-04-03,Baltimore Running,10,630,80.317,128,174,174,184,8.033,6.1,468,474,1.15,0.032,11,09:15:00,15.29,Adidas Ultra Boost 20
485,Running,2019-04-03,Baltimore Running,4.04,257,27.783,132,150,182,192,6.883,5.983,291,287,1.29,0.248,5,16:48:00,16.71,Hoka One One Elevon 2
486,Running,2019-04-04,Baltimore Running,10.1,592,68.883,134,193,180,194,6.817,4.867,477,470,1.32,0.692,11,16:28:00,17.49,Nike Pegasus 37
487,Running,2019-04-06,Baltimore Running,9.72,605,68.767,134,175,176,182,7.083,5.45,783,799,1.29,5.117,10,18:24:00,14.64,Adidas Ultra Boost 20
488,Running,2019-04-07,Baltimore Running,16.01,374.566,112.517,143,166,178,188,7.033,4.967,862,864,1.29,0.098,17,11:11:00,18.64,Hoka One One Elevon 2
489,Running,2019-04-08,Baltimore Running,3.75,230,29.117,121,192,178,192,7.767,4.533,177,177,1.17,5.3,4,16:40:00,21.7,Nike Pegasus 37
490,Running,2019-04-08,Baltimore Running,7.24,497,49.917,138,157,182,196,6.883,5.917,405,399,1.27,1.673,8,09:34:00,22.65,Hoka One One Elevon 2
491,Running,2019-04-09,Baltimore Running,2.08,168,13.75,145,163,182,194,6.6,5.067,73,118,1.34,0.423,3,16:31:00,15.84,Adidas Ultra Boost 20
492,Running,2019-04-09,Baltimore Running,3.83,240,19.267,147,176,188,196,5.033,4.6,153,154,1.7,4.257,4,16:58:00,22.51,Hoka One One Elevon 2
493,Running,2019-04-09,Baltimore Running,1,92,6.137,170,187,178,214,6.167,3.883,46,61,1.47,2.632,1,17:23:00,16.26,Hoka One One Elevon 2
494,Running,2019-04-09,Baltimore Running,3.78,379,27.617,159,179,178,202,7.3,6.183,173,142,1.23,5.842,4,17:42:00,14.27,Nike Pegasus 37
495,Running,2019-04-10,Baltimore Running,10.02,677,68.4,142,161,180,192,6.833,5.733,400,397,1.31,0.138,11,09:16:00,16.76,Adidas Ultra Boost 20
496,Running,2019-04-11,Baltimore Running,4.06,264,27.7,132,153,182,194,6.833,3.783,282,272,1.29,0.408,5,10:43:00,16.7,Nike React Infinity Run Flyknit
497,Running,2019-04-11,Baltimore Running,10,641,67.933,137,185,180,194,6.8,4.6,891,890,1.32,6.557,10,16:32:00,15.39,Nike React Infinity Run Flyknit
498,Running,2019-04-12,Baltimore Running,7.07,447,49.183,134,156,180,204,6.95,3.983,406,399,1.28,0.345,8,17:05:00,23.05,Adidas Ultra Boost 20
499,Running,2019-04-13,Running,6.2,374.566,31.633,143.624,164.647,177.009,188.897,5.1,0,245.311,245.55,0,3.171,1,21:28:00,21.83,Adidas Ultra Boost 20
500,Running,2019-04-13,East Buffalo Running,2.01,156,14.25,136,154,180,190,7.1,6.167,61,58,1.27,0.033,3,13:06:00,20.46,Nike React Infinity Run Flyknit
501,Running,2019-04-13,East Buffalo Running,2.48,211,16.9,146,171,178,192,6.817,4.85,124,125,1.34,3.015,3,18:29:00,19.55,Hoka One One Elevon 2
502,Running,2019-04-13,East Buffalo Running,2,175,16.85,134,141,170,184,8.417,5.35,4,7,1.12,0.037,3,20:15:00,13.34,Nike React Infinity Run Flyknit
503,Running,2019-04-14,Baltimore Running,16.08,374.566,111.567,145,189,180,192,6.933,5.4,962,959,1.3,0.562,17,11:29:00,13.41,Adidas Ultra Boost 20
504,Running,2019-04-15,Baltimore Running,9,571,62.467,135,158,180,194,6.933,5.75,838,842,1.29,0.027,10,09:13:00,22.15,Hoka One One Elevon 2
505,Running,2019-04-16,Running,9,374.566,63,143.624,164.647,177.009,188.897,7,0,245.311,245.55,0,3.846,1,15:45:00,20.48,Nike React Infinity Run Flyknit
506,Running,2019-04-17,Running,9,374.566,62,143.624,164.647,177.009,188.897,6.883,0,245.311,245.55,0,1.642,1,15:47:00,23.8,Nike React Infinity Run Flyknit
507,Running,2019-04-18,Baltimore Running,2.1,162,14.533,138,153,178,186,6.917,4.917,93,129,1.31,0.498,3,16:28:00,17.17,Hoka One One Elevon 2
508,Running,2019-04-18,Baltimore Running,1.84,165,12.383,152,175,178,216,6.717,3.567,65,71,1.35,5.73,2,16:50:00,17.3,Nike React Infinity Run Flyknit
509,Running,2019-04-18,Baltimore Running,4.13,383,31.217,148,158,176,186,7.55,5.767,195,157,1.2,0.987,5,17:07:00,13.51,Nike Pegasus 37
510,Running,2019-04-19,Baltimore Running,7.02,503,50.583,137,159,176,198,7.2,4.017,352,344,1.27,0.113,8,11:55:00,24.77,Nike React Infinity Run Flyknit
511,Running,2019-04-20,Chester Running,4.68,430,33.15,158,179,176,192,7.083,5.033,187,208,1.29,3.927,5,11:51:00,17.78,Hoka One One Elevon 2
512,Running,2019-04-20,Running,0.93,374.566,4.167,143.624,164.647,177.009,188.897,4.467,0,245.311,245.55,0,4.611,1,20:10:00,21.66,Nike Pegasus 37
513,Running,2019-04-20,Chester Running,2.47,251,17.65,163,184,178,190,7.133,3.85,114,98,1.27,3.082,3,10:42:00,20.06,Adidas Ultra Boost 20
514,Running,2019-04-21,Cherry Hill Running,8.01,590,52.85,145,162,178,190,6.6,5.683,179,183,1.37,0.05,9,10:24:00,20.6,Hoka One One Elevon 2
515,Running,2019-04-22,Baltimore Running,10.09,638,67.217,138,160,180,192,6.667,5.8,535,544,1.34,0.605,11,09:11:00,23.7,Nike Pegasus 37
516,Running,2019-04-22,Baltimore Running,4.03,304,27.633,140,149,178,188,6.867,5.45,196,189,1.31,0.168,5,16:41:00,22.16,Nike React Infinity Run Flyknit
517,Running,2019-04-23,Baltimore Running,0.96,93,9.647,128,158,166,192,10.05,7.85,82,38,0.96,3.428,1,17:41:00,23.25,Adidas Ultra Boost 20
518,Running,2019-04-23,Baltimore Running,2.07,143,13.583,134,161,180,188,6.583,4.683,89,125,1.37,0.31,3,16:28:00,12.12,Adidas Ultra Boost 20
519,Running,2019-04-23,Baltimore Running,5.06,415,27.467,173,193,182,198,5.417,4.133,178,196,1.63,0.313,6,16:54:00,15,Adidas Ultra Boost 20
520,Running,2019-04-23,Baltimore Running,0.73,69,4.743,164,184,172,232,6.533,3.417,20,19,1.43,2.906,1,17:27:00,18.69,Nike React Infinity Run Flyknit
521,Running,2019-04-24,Baltimore Running,12.01,752,81,138,174,176,188,6.75,5.433,764,764,1.35,0.045,13,06:35:00,17.89,Adidas Ultra Boost 20
522,Running,2019-04-25,Baltimore Running,2.13,139,15.8,125,152,176,186,7.4,6.233,100,94,1.23,0.99,3,10:48:00,14.98,Nike Pegasus 37
523,Running,2019-04-25,Baltimore Running,4.02,311,29.067,138,176,176,192,7.217,5.95,227,234,1.26,0.227,5,11:22:00,24.7,Hoka One One Elevon 2
524,Running,2019-04-27,Baltimore Running,10,764,67.55,148,165,176,188,6.75,1.917,573,571,1.35,6.395,10,10:37:00,23.83,Hoka One One Elevon 2
525,Running,2019-04-28,Baltimore Running,14.35,374.566,94.483,156,194,180,194,6.583,4.8,781,779,1.35,2.175,15,09:48:00,22.76,Hoka One One Elevon 2
526,Running,2019-04-29,Baltimore Running,10.01,637,66.233,138,158,182,192,6.617,5.017,748,739,1.34,0.058,11,09:13:00,22.67,Adidas Ultra Boost 20
527,Running,2019-04-30,Baltimore Running,2.11,153,13.883,138,168,178,192,6.567,4.317,88,125,1.37,0.503,3,16:39:00,17.91,Nike Pegasus 37
528,Running,2019-04-30,Baltimore Running,1.03,72,5.247,160,182,188,204,5.083,3.867,39,52,1.68,0.125,2,17:04:00,17.65,Hoka One One Elevon 2
529,Running,2019-04-30,Baltimore Running,1.03,73,5.24,163,181,188,208,5.1,3.833,37,43,1.67,0.107,2,17:13:00,19.47,Adidas Ultra Boost 20
530,Running,2019-04-30,Baltimore Running,0.79,81,6.518,145,152,168,208,8.233,7.433,43,46,1.16,4.553,1,17:20:00,13.61,Adidas Ultra Boost 20
531,Running,2019-04-30,Baltimore Running,4.04,328,27.983,146,162,180,192,6.933,6.083,182,142,1.29,0.263,5,17:55:00,16.89,Nike React Infinity Run Flyknit
532,Running,2019-05-01,Baltimore Running,9,473,60.767,126,186,182,194,6.75,4.917,353,348,1.31,0.042,10,11:44:00,17.57,Nike Pegasus 37
533,Running,2019-05-02,Baltimore Running,7.01,483,49.983,137,155,178,214,7.133,4.033,363,360,1.27,0.053,8,16:55:00,17,Nike React Infinity Run Flyknit
534,Running,2019-05-03,Allentown Running,2.23,150,15.3,132,142,184,196,6.867,5.617,125,120,1.27,1.49,3,17:37:00,21.83,Nike React Infinity Run Flyknit
535,Running,2019-05-03,Allentown Running,1.93,158,17.833,126,137,168,182,9.233,7.65,3,3,1.04,8.308,2,19:15:00,12.03,Nike Pegasus 37
536,Running,2019-05-03,Running,6.21,374.566,32.033,143.624,164.647,177.009,188.897,5.15,0,245.311,245.55,0,4.038,1,10:22:00,15.11,Nike React Infinity Run Flyknit
537,Running,2019-05-04,Allentown Running,5,339,39.083,129,160,176,184,7.817,6.167,170,176,1.17,0.015,6,11:15:00,21.42,Nike Pegasus 37
538,Running,2019-05-05,Allentown Running,2.05,149,14.467,133,146,184,194,7.067,1.3,47,35,1.23,0.395,3,09:57:00,15.22,Nike React Infinity Run Flyknit
539,Running,2019-05-05,Allentown Running,2,128,13.717,128,142,182,188,6.85,4.35,63,61,1.29,0.033,3,14:33:00,23.4,Adidas Ultra Boost 20
540,Running,2019-07-16,Cherry Hill Running,4,429,31.5,159,178,170,176,7.867,6.567,70,70,1.21,0.022,5,18:32:00,4.58,Adidas Ultra Boost 20
541,Running,2019-07-18,Cherry Hill Running,4.01,381,32.967,146,166,168,174,8.233,6.667,171,171,1.16,0.04,5,18:19:00,4.1,Asics Magic Speed
542,Running,2019-07-19,Cherry Hill Running,4.01,432,30.883,153,174,170,178,7.717,6.533,118,114,1.23,0.045,5,19:41:00,9.06,Brooks Ghost 14
543,Running,2019-07-21,Cherry Hill Running,4.02,465,28.533,176,187,174,184,7.1,6.067,105,115,1.3,0.14,5,09:08:00,6.04,Asics Magic Speed
544,Running,2019-07-22,Cherry Hill Running,4,381,28,163,180,172,182,7,3.783,125,130,1.33,0.02,5,10:57:00,5.4,Brooks Ghost 14
545,Running,2019-07-23,Cherry Hill Running,5,549,36.033,177,188,172,182,7.2,5.133,121,127,1.3,0.018,6,09:45:00,8.81,Adidas Ultra Boost 20
546,Running,2019-07-25,Cherry Hill Running,6,523,43.5,154,171,172,178,7.25,5.85,107,107,1.3,0.025,7,18:52:00,2.86,Adidas Ultra Boost 20
547,Running,2019-07-26,Cherry Hill Running,4,364,30.183,152,168,172,184,7.533,5.733,154,159,1.23,0.033,5,18:42:00,6.82,Asics Magic Speed
548,Running,2019-07-27,Cherry Hill Running,5,470,36.417,160,183,174,182,7.283,5.567,229,225,1.27,0.025,6,10:12:00,9.25,Adidas Ultra Boost 20
549,Running,2019-07-29,Voorhees Running,6,562,45.4,155,181,170,180,7.567,6.117,195,205,1.25,0.027,7,18:46:00,3.21,Asics Magic Speed
550,Running,2019-07-30,Cherry Hill Running,4.5,398,37.5,138,156,170,178,8.333,7.233,118,122,1.14,4.008,5,08:27:00,2.18,Adidas Ultra Boost 20
551,Running,2019-07-31,Cherry Hill Running,7.15,687,52.233,163,170,170,188,7.3,4.517,238,244,1.29,0.84,8,18:55:00,7.73,Brooks Ghost 14
552,Running,2019-08-02,Anne Arundel County Running,3.68,318,30.567,137,158,168,176,8.3,5.15,97,97,1.15,5.718,4,17:09:00,8.32,Adidas Ultra Boost 20
553,Running,2019-08-03,Anne Arundel County Running,4,345,27.433,156,178,172,182,6.85,5.167,73,72,1.36,0.015,5,16:36:00,8.81,Asics Magic Speed
554,Running,2019-08-04,Cherry Hill Running,6.5,582,46.983,153,174,172,182,7.233,6.383,262,263,1.29,3.67,7,18:36:00,10.99,Adidas Ultra Boost 20
555,Running,2019-08-06,Cherry Hill Running,5,452,37.933,146,178,172,180,7.583,6.3,130,134,1.24,0.035,6,18:19:00,5.48,Asics Magic Speed
556,Running,2019-08-08,Cherry Hill Running,3.01,249,21.667,142,171,172,182,7.2,6.05,103,106,1.3,0.068,4,17:58:00,8.74,Adidas Ultra Boost 20
557,Running,2019-08-09,Cherry Hill Running,6.26,573,46.25,150,175,170,182,7.4,6.067,306,315,1.27,1.872,7,19:31:00,4.62,Adidas Ultra Boost 20
558,Running,2019-08-10,Cherry Hill Running,5.16,471,41.2,141,159,170,180,7.983,6.417,135,142,1.19,1.395,6,17:24:00,4.99,Adidas Ultra Boost 20
559,Running,2019-08-12,Pennsauken Running,6.52,594,48.7,147,162,170,178,7.467,6.567,115,116,1.26,3.922,7,19:15:00,7.11,Asics Magic Speed
560,Running,2019-08-13,Cherry Hill Running,3,261,23.3,136,151,170,178,7.767,6.6,107,112,1.22,0.015,4,21:05:00,5.96,Brooks Ghost 14
561,Running,2019-08-14,Voorhees Running,4,371,28.767,151,173,172,180,7.183,6.283,110,109,1.3,0.022,5,19:23:00,8.89,Adidas Ultra Boost 20
562,Running,2019-08-16,Cherry Hill Running,4.01,355,27.2,154,174,174,180,6.783,5.35,128,133,1.37,0.03,5,17:24:00,10.54,Asics Magic Speed
563,Running,2019-08-19,Cherry Hill Running,2.45,226,19.917,136,165,170,176,8.117,1.733,29,59,1.17,3.485,3,08:36:00,8.39,Asics Magic Speed
564,Running,2019-08-24,Cherry Hill Running,0.74,74,7.85,121,128,162,168,10.583,8.617,12,12,0.94,2.605,1,19:27:00,4.02,Adidas Ultra Boost 20
565,Running,2019-08-24,Cherry Hill Running,0.78,63,5.962,129,150,170,212,7.683,3.983,7,7,1.23,4.786,1,19:48:00,6.22,Adidas Ultra Boost 20
566,Running,2019-08-28,Ocean City Running,4.5,455,35.933,148,166,168,174,7.983,6.383,13,13,1.2,3.975,5,17:49:00,10.23,Asics Magic Speed
567,Running,2019-08-30,Cherry Hill Running,2.04,190,15.15,149,162,174,180,7.433,6.683,63,68,1.25,0.312,3,11:05:00,6.34,Brooks Ghost 14
568,Running,2019-09-05,Cherry Hill Running,4,371,29.883,148,165,172,180,7.467,5.783,152,143,1.26,0.023,5,17:55:00,14.31,Adidas Ultra Boost 20
569,Running,2019-09-08,Cherry Hill Running,4,356,29.167,145,156,170,178,7.283,5.95,136,129,1.29,0.03,5,19:16:00,24.47,Asics Magic Speed
570,Running,2019-09-09,Cherry Hill Running,5,452,36.417,149,173,170,180,7.283,4.117,179,187,1.31,0.022,6,17:24:00,13.41,Adidas Ultra Boost 20
571,Running,2019-09-10,Cherry Hill Running,4,376,28.517,156,175,170,178,7.117,6.117,123,119,1.33,0.03,5,18:26:00,13.6,Brooks Ghost 14
572,Running,2019-09-11,Cherry Hill Running,3.49,334,26.333,152,171,172,178,7.533,6.483,107,108,1.25,3.692,4,17:49:00,19.81,Adidas Ultra Boost 20
573,Running,2019-09-13,Cherry Hill Running,4,386,28.933,153,168,172,180,7.233,6.5,100,104,1.3,0.027,5,15:59:00,16.4,Brooks Ghost 14
574,Running,2019-09-14,Cherry Hill Running,3.5,345,25.783,152,173,174,180,7.367,6.517,117,109,1.26,3.668,4,17:10:00,12.29,Asics Magic Speed
575,Running,2019-09-15,Cherry Hill Running,4,388,29.533,152,176,172,198,7.383,4.533,124,127,1.27,0.035,5,17:08:00,18.75,Adidas Ultra Boost 20
576,Running,2019-09-16,Cherry Hill Running,5.01,479,37.333,149,163,174,180,7.467,6.133,163,156,1.25,0.035,6,17:57:00,20.77,Adidas Ultra Boost 20
577,Running,2019-09-17,Cherry Hill Running,5,475,36,152,168,174,182,7.2,6.333,138,142,1.28,0.01,6,17:47:00,18.08,Adidas Ultra Boost 20
578,Running,2019-09-18,Cherry Hill Running,5.01,456,35.55,147,161,174,182,7.1,6.467,192,182,1.31,0.07,6,17:05:00,24.92,Brooks Ghost 14
579,Running,2019-09-19,Cherry Hill Running,3.22,279,22.083,142,156,174,180,6.867,3.317,43,47,1.34,1.512,4,18:13:00,24.32,Brooks Ghost 14
580,Running,2019-09-20,Cherry Hill Running,3,293,22.9,142,156,176,184,7.633,6.95,101,106,1.2,0.035,4,17:08:00,15.31,Asics Magic Speed
581,Running,2019-09-23,Chicago Running,3.02,284,21.1,151,163,178,184,6.983,4.333,45,48,1.3,0.135,4,08:39:00,24.61,Adidas Ultra Boost 20
582,Running,2019-09-24,Chicago Running,5.01,479,35.233,152,163,174,184,7.033,5.4,64,66,1.31,0.035,6,18:16:00,22.01,Brooks Ghost 14
583,Running,2019-09-26,Chicago Running,4.01,379,28.55,149,163,176,184,7.133,6.467,49,53,1.29,0.035,5,09:12:00,14.92,Asics Magic Speed
584,Running,2019-09-28,Chicago Running,4.01,371,27.117,153,166,174,182,6.767,2.867,40,40,1.36,0.052,5,17:31:00,21.87,Adidas Ultra Boost 20
585,Running,2019-09-30,Chicago Running,2.5,227,17.567,143,150,176,182,7.033,5.933,21,28,1.3,3.532,3,12:26:00,14.87,Adidas Ultra Boost 20
586,Running,2019-10-01,Chicago Running,4,400,28.833,152,166,172,180,7.217,4.95,45,45,1.29,7.085,4,16:46:00,12.8,Adidas Ultra Boost 20
587,Running,2019-10-03,Chicago Running,2.52,220,17.067,146,179,172,182,6.783,5.217,17,20,1.38,3.89,3,17:04:00,19.97,Adidas Ultra Boost 20
588,Running,2019-10-06,Chicago Running,3.1,305,23,147,160,174,182,7.417,6.233,48,55,1.25,0.748,4,12:33:00,16.01,Adidas Ultra Boost 20
589,Running,2019-10-07,Chicago Running,4.03,388,28.4,152,166,174,182,7.05,4.533,51,52,1.32,0.205,5,10:37:00,17.98,Brooks Ghost 14
590,Running,2019-10-19,Chicago Running,4.3,417,36.9,134,151,170,180,8.583,5.9,46,46,1.11,2.625,5,09:52:00,15.26,Asics Magic Speed
591,Running,2019-10-24,Chicago Running,3.18,344,24.2,157,165,172,180,7.6,1.517,31,30,1.23,1.397,4,17:04:00,22.06,Brooks Ghost 14
592,Running,2019-11-02,Chicago Running,5,530,39.95,151,187,172,180,8,4.217,67,68,1.17,7.905,5,11:25:00,21.17,Adidas Ultra Boost 20
593,Running,2019-11-03,Chicago Running,5.58,581,43.433,154,164,170,178,7.783,6.483,77,82,1.22,4.59,6,15:38:00,22.07,Brooks Ghost 14
594,Running,2019-11-16,Chicago Running,3.1,281,21.883,149,157,174,180,7.067,5.367,46,46,1.32,0.702,4,11:26:00,13.01,Adidas Ultra Boost 20
595,Running,2020-01-30,Chicago Running,3,285,22.1,150,164,172,178,7.367,2.4,54,52,1.27,7.228,3,12:34:00,27.31,Asics Magic Speed
596,Running,2020-02-22,Chicago Running,4,379,29.233,151,174,170,176,7.3,4.867,60,59,1.29,0.028,5,10:19:00,34.21,Adidas Ultra Boost 20
597,Running,2020-03-18,Cherry Hill Running,1.2,58,9.302,102,140,170,178,7.767,5.717,19,3,1.21,1.638,2,17:11:00,13.88,Asics Magic Speed
598,Running,2020-03-19,Cherry Hill Running,3.5,365,26.55,159,176,168,176,7.6,6.717,101,101,1.26,3.955,4,16:58:00,19.28,Adidas Ultra Boost 20
599,Running,2020-03-20,Cherry Hill Running,2,208,15.75,155,162,170,176,7.867,7.317,46,52,1.21,0.023,3,16:02:00,18.38,Asics Magic Speed
600,Running,2020-03-22,Cherry Hill Running,3.03,316,23.4,160,169,168,176,7.717,7.017,79,85,1.24,0.255,4,17:26:00,15.37,Asics Magic Speed
601,Running,2020-03-24,Cherry Hill Running,3.1,316,23.817,161,176,168,174,7.683,6.5,79,85,1.25,0.827,4,18:07:00,15.22,Adidas Ultra Boost 20
602,Running,2020-03-25,Cherry Hill Running,2.02,189,15.683,146,153,170,180,7.783,6.35,89,79,1.22,0.115,3,17:08:00,18.01,Asics Magic Speed
603,Running,2020-03-26,Cherry Hill Running,4.63,464,36.4,156,175,168,176,7.85,6.817,149,155,1.22,4.633,5,16:47:00,16.41,Adidas Ultra Boost 20
604,Running,2020-03-27,Cherry Hill Running,3.02,285,22.3,156,168,170,176,7.4,6.417,86,91,1.28,0.103,4,15:46:00,23.71,Brooks Ghost 14
605,Running,2020-03-29,Cherry Hill Running,4,383,29.417,157,183,170,176,7.35,6.3,143,149,1.29,0.033,5,16:27:00,18.05,Brooks Ghost 14
606,Running,2020-03-31,Cherry Hill Running,4.8,496,39.1,152,161,170,180,8.15,7.033,146,150,1.17,6.638,5,17:22:00,16.3,Brooks Ghost 14
607,Running,2020-04-01,Cherry Hill Running,4.28,400,32.767,148,175,168,174,7.667,6.467,106,111,1.25,2.12,5,16:44:00,24.69,Asics Magic Speed
608,Running,2020-04-02,Cherry Hill Running,3.7,319,28.167,137,148,170,176,7.617,6.383,81,88,1.25,5.287,4,16:13:00,16.74,Asics Magic Speed
609,Running,2020-04-04,Cherry Hill Running,5.42,540,42.967,148,173,170,178,7.933,5.6,174,181,1.19,3.102,6,16:27:00,21.69,Asics Magic Speed
610,Running,2020-04-07,Cherry Hill Running,4.42,437,33.9,151,162,168,174,7.667,4.017,188,173,1.25,3.333,5,17:30:00,23.2,Brooks Ghost 14
611,Running,2020-04-08,Cherry Hill Running,4,409,31.617,151,162,170,178,7.9,7.067,132,135,1.2,0.023,5,16:18:00,13.08,Brooks Ghost 14
